0 0 50
0 0.01 50
0 0.02 50
0 0.03 50
0 0.04 50
0 0.05 50
0 0.06 50
0 0.07 50
0 0.08 50
0 0.09 50
0 0.1 50
0 0.11 50
0 0.12 50
0 0.13 50
0 0.14 50
0 0.15 50
0 0.16 50
0 0.17 50
0 0.18 50
0 0.19 50
0 0.2 50
0 0.21 50
0 0.22 50
0 0.23 50
0 0.24 50
0 0.25 50
0 0.26 50
0 0.27 50
0 0.28 50
0 0.29 50
0 0.3 50
0 0.31 50
0 0.32 50
0 0.33 50
0 0.34 50
0 0.35 50
0 0.36 50
0 0.37 50
0 0.38 50
0 0.39 50
0 0.4 50
0 0.41 50
0 0.42 50
0 0.43 50
0 0.44 50
0 0.45 50
0 0.46 50
0 0.47 50
0 0.48 50
0 0.49 50
0 0.5 50
0 0.51 50
0 0.52 50
0 0.53 50
0 0.54 50
0 0.55 50
0 0.56 50
0 0.57 50
0 0.58 50
0 0.59 50
0 0.6 50
0 0.61 50
0 0.62 50
0 0.63 50
0 0.64 50
0 0.65 50
0 0.66 50
0 0.67 50
0 0.68 50
0 0.69 50
0 0.7 50
0 0.71 50
0 0.72 50
0 0.73 50
0 0.74 50
0 0.75 50
0 0.76 50
0 0.77 50
0 0.78 50
0 0.79 50
0 0.8 50
0 0.81 50
0 0.82 50
0 0.83 50
0 0.84 50
0 0.85 50
0 0.86 50
0 0.87 50
0 0.88 50
0 0.89 50
0 0.9 50
0 0.91 50
0 0.92 50
0 0.93 50
0 0.94 50
0 0.95 50
0 0.96 50
0 0.97 50
0 0.98 50
0 0.99 50
0.01 0 50
0.01 0.01 50
0.01 0.02 50
0.01 0.03 50
0.01 0.04 50
0.01 0.05 50
0.01 0.06 50
0.01 0.07 50
0.01 0.08 50
0.01 0.09 50
0.01 0.1 50
0.01 0.11 50
0.01 0.12 50
0.01 0.13 50
0.01 0.14 50
0.01 0.15 50
0.01 0.16 50
0.01 0.17 50
0.01 0.18 50
0.01 0.19 50
0.01 0.2 50
0.01 0.21 50
0.01 0.22 50
0.01 0.23 50
0.01 0.24 50
0.01 0.25 50
0.01 0.26 50
0.01 0.27 50
0.01 0.28 50
0.01 0.29 50
0.01 0.3 50
0.01 0.31 50
0.01 0.32 50
0.01 0.33 50
0.01 0.34 50
0.01 0.35 50
0.01 0.36 50
0.01 0.37 50
0.01 0.38 50
0.01 0.39 50
0.01 0.4 50
0.01 0.41 50
0.01 0.42 50
0.01 0.43 50
0.01 0.44 50
0.01 0.45 50
0.01 0.46 50
0.01 0.47 50
0.01 0.48 50
0.01 0.49 50
0.01 0.5 50
0.01 0.51 50
0.01 0.52 50
0.01 0.53 50
0.01 0.54 50
0.01 0.55 50
0.01 0.56 50
0.01 0.57 50
0.01 0.58 50
0.01 0.59 50
0.01 0.6 50
0.01 0.61 50
0.01 0.62 50
0.01 0.63 50
0.01 0.64 50
0.01 0.65 50
0.01 0.66 50
0.01 0.67 50
0.01 0.68 50
0.01 0.69 50
0.01 0.7 50
0.01 0.71 50
0.01 0.72 50
0.01 0.73 50
0.01 0.74 50
0.01 0.75 50
0.01 0.76 50
0.01 0.77 50
0.01 0.78 50
0.01 0.79 50
0.01 0.8 50
0.01 0.81 50
0.01 0.82 50
0.01 0.83 50
0.01 0.84 50
0.01 0.85 50
0.01 0.86 50
0.01 0.87 50
0.01 0.88 50
0.01 0.89 50
0.01 0.9 50
0.01 0.91 50
0.01 0.92 50
0.01 0.93 50
0.01 0.94 50
0.01 0.95 50
0.01 0.96 50
0.01 0.97 50
0.01 0.98 50
0.01 0.99 50
0.02 0 50
0.02 0.01 50
0.02 0.02 50
0.02 0.03 50
0.02 0.04 50
0.02 0.05 50
0.02 0.06 50
0.02 0.07 50
0.02 0.08 50
0.02 0.09 50
0.02 0.1 50
0.02 0.11 50
0.02 0.12 50
0.02 0.13 50
0.02 0.14 50
0.02 0.15 50
0.02 0.16 50
0.02 0.17 50
0.02 0.18 50
0.02 0.19 50
0.02 0.2 50
0.02 0.21 50
0.02 0.22 50
0.02 0.23 50
0.02 0.24 50
0.02 0.25 50
0.02 0.26 50
0.02 0.27 50
0.02 0.28 50
0.02 0.29 50
0.02 0.3 50
0.02 0.31 50
0.02 0.32 50
0.02 0.33 50
0.02 0.34 50
0.02 0.35 50
0.02 0.36 50
0.02 0.37 50
0.02 0.38 50
0.02 0.39 50
0.02 0.4 50
0.02 0.41 50
0.02 0.42 50
0.02 0.43 50
0.02 0.44 50
0.02 0.45 50
0.02 0.46 50
0.02 0.47 50
0.02 0.48 50
0.02 0.49 50
0.02 0.5 50
0.02 0.51 50
0.02 0.52 50
0.02 0.53 50
0.02 0.54 50
0.02 0.55 50
0.02 0.56 50
0.02 0.57 50
0.02 0.58 50
0.02 0.59 50
0.02 0.6 50
0.02 0.61 50
0.02 0.62 50
0.02 0.63 50
0.02 0.64 50
0.02 0.65 50
0.02 0.66 50
0.02 0.67 50
0.02 0.68 50
0.02 0.69 50
0.02 0.7 50
0.02 0.71 50
0.02 0.72 50
0.02 0.73 50
0.02 0.74 50
0.02 0.75 50
0.02 0.76 50
0.02 0.77 50
0.02 0.78 50
0.02 0.79 50
0.02 0.8 50
0.02 0.81 50
0.02 0.82 50
0.02 0.83 50
0.02 0.84 50
0.02 0.85 50
0.02 0.86 50
0.02 0.87 50
0.02 0.88 50
0.02 0.89 50
0.02 0.9 50
0.02 0.91 50
0.02 0.92 50
0.02 0.93 50
0.02 0.94 50
0.02 0.95 50
0.02 0.96 50
0.02 0.97 50
0.02 0.98 50
0.02 0.99 50
0.03 0 50
0.03 0.01 50
0.03 0.02 50
0.03 0.03 50
0.03 0.04 50
0.03 0.05 50
0.03 0.06 50
0.03 0.07 50
0.03 0.08 50
0.03 0.09 50
0.03 0.1 50
0.03 0.11 50
0.03 0.12 50
0.03 0.13 50
0.03 0.14 50
0.03 0.15 50
0.03 0.16 50
0.03 0.17 50
0.03 0.18 50
0.03 0.19 50
0.03 0.2 50
0.03 0.21 50
0.03 0.22 50
0.03 0.23 50
0.03 0.24 50
0.03 0.25 50
0.03 0.26 50
0.03 0.27 50
0.03 0.28 50
0.03 0.29 50
0.03 0.3 50
0.03 0.31 50
0.03 0.32 50
0.03 0.33 50
0.03 0.34 50
0.03 0.35 50
0.03 0.36 50
0.03 0.37 50
0.03 0.38 50
0.03 0.39 50
0.03 0.4 50
0.03 0.41 50
0.03 0.42 50
0.03 0.43 50
0.03 0.44 50
0.03 0.45 50
0.03 0.46 50
0.03 0.47 50
0.03 0.48 50
0.03 0.49 50
0.03 0.5 50
0.03 0.51 50
0.03 0.52 50
0.03 0.53 50
0.03 0.54 50
0.03 0.55 50
0.03 0.56 50
0.03 0.57 50
0.03 0.58 50
0.03 0.59 50
0.03 0.6 50
0.03 0.61 50
0.03 0.62 50
0.03 0.63 50
0.03 0.64 50
0.03 0.65 50
0.03 0.66 50
0.03 0.67 50
0.03 0.68 50
0.03 0.69 50
0.03 0.7 50
0.03 0.71 50
0.03 0.72 50
0.03 0.73 50
0.03 0.74 50
0.03 0.75 50
0.03 0.76 50
0.03 0.77 50
0.03 0.78 50
0.03 0.79 50
0.03 0.8 50
0.03 0.81 50
0.03 0.82 50
0.03 0.83 50
0.03 0.84 50
0.03 0.85 50
0.03 0.86 50
0.03 0.87 50
0.03 0.88 50
0.03 0.89 50
0.03 0.9 50
0.03 0.91 50
0.03 0.92 50
0.03 0.93 50
0.03 0.94 50
0.03 0.95 50
0.03 0.96 50
0.03 0.97 50
0.03 0.98 50
0.03 0.99 50
0.04 0 50
0.04 0.01 50
0.04 0.02 50
0.04 0.03 50
0.04 0.04 50
0.04 0.05 50
0.04 0.06 50
0.04 0.07 50
0.04 0.08 50
0.04 0.09 50
0.04 0.1 50
0.04 0.11 50
0.04 0.12 50
0.04 0.13 50
0.04 0.14 50
0.04 0.15 50
0.04 0.16 50
0.04 0.17 50
0.04 0.18 50
0.04 0.19 50
0.04 0.2 50
0.04 0.21 50
0.04 0.22 50
0.04 0.23 50
0.04 0.24 50
0.04 0.25 50
0.04 0.26 50
0.04 0.27 50
0.04 0.28 50
0.04 0.29 50
0.04 0.3 50
0.04 0.31 50
0.04 0.32 50
0.04 0.33 50
0.04 0.34 50
